지점,지점명,일시,기온(°C)
90,속초,2022-07-10 01:00,23.5
90,속초,2022-07-10 02:00,23
90,속초,2022-07-10 03:00,22.7
90,속초,2022-07-10 04:00,22.8
90,속초,2022-07-10 05:00,23
90,속초,2022-07-10 06:00,23
90,속초,2022-07-10 07:00,23.3
90,속초,2022-07-10 08:00,23.5
90,속초,2022-07-10 09:00,24.2
90,속초,2022-07-10 10:00,24.3
90,속초,2022-07-10 11:00,24.1
90,속초,2022-07-10 12:00,24.8
90,속초,2022-07-10 13:00,25.5
90,속초,2022-07-10 14:00,25.8
90,속초,2022-07-10 15:00,25.4
90,속초,2022-07-10 16:00,26.1
90,속초,2022-07-10 17:00,25.4
90,속초,2022-07-10 18:00,24.7
90,속초,2022-07-10 19:00,24.8
90,속초,2022-07-10 20:00,24.4
90,속초,2022-07-10 21:00,23.9
90,속초,2022-07-10 22:00,24.2
90,속초,2022-07-10 23:00,24.1
90,속초,2022-07-11 00:00,23.6
90,속초,2022-07-11 01:00,23.2
90,속초,2022-07-11 02:00,23.2
90,속초,2022-07-11 03:00,23.3
90,속초,2022-07-11 04:00,23.2
90,속초,2022-07-11 05:00,23.2
90,속초,2022-07-11 06:00,23.3
90,속초,2022-07-11 07:00,23.4
90,속초,2022-07-11 08:00,23.5
90,속초,2022-07-11 09:00,23.9
90,속초,2022-07-11 10:00,24.6
90,속초,2022-07-11 11:00,26.4
90,속초,2022-07-11 12:00,25.2
90,속초,2022-07-11 13:00,23.3
90,속초,2022-07-11 14:00,24.1
90,속초,2022-07-11 15:00,22.7
90,속초,2022-07-11 16:00,22.3
90,속초,2022-07-11 17:00,21.9
90,속초,2022-07-11 18:00,21.6
90,속초,2022-07-11 19:00,21.4
90,속초,2022-07-11 20:00,21.3
90,속초,2022-07-11 21:00,21.4
90,속초,2022-07-11 22:00,21.3
90,속초,2022-07-11 23:00,21.3
90,속초,2022-07-12 00:00,21.1
90,속초,2022-07-12 01:00,21.2
90,속초,2022-07-12 02:00,20.9
90,속초,2022-07-12 03:00,21.1
90,속초,2022-07-12 04:00,20.9
90,속초,2022-07-12 05:00,20.6
90,속초,2022-07-12 06:00,20.7
90,속초,2022-07-12 07:00,21.7
90,속초,2022-07-12 08:00,22.2
90,속초,2022-07-12 09:00,21.2
90,속초,2022-07-12 10:00,21.3
90,속초,2022-07-12 11:00,22
90,속초,2022-07-12 12:00,24
90,속초,2022-07-12 13:00,23.4
90,속초,2022-07-12 14:00,23.7
90,속초,2022-07-12 15:00,22.5
90,속초,2022-07-12 16:00,22.8
90,속초,2022-07-12 17:00,22.3
90,속초,2022-07-12 18:00,22.1
90,속초,2022-07-12 19:00,22
90,속초,2022-07-12 20:00,21.2
90,속초,2022-07-12 21:00,21.5
90,속초,2022-07-12 22:00,21.1
90,속초,2022-07-12 23:00,21
90,속초,2022-07-13 00:00,20.8
90,속초,2022-07-13 01:00,20.8
90,속초,2022-07-13 02:00,20.9
90,속초,2022-07-13 03:00,20.9
90,속초,2022-07-13 04:00,21
90,속초,2022-07-13 05:00,20.9
90,속초,2022-07-13 06:00,21.2
90,속초,2022-07-13 07:00,21.5
90,속초,2022-07-13 08:00,21.7
90,속초,2022-07-13 09:00,21.7
90,속초,2022-07-13 10:00,22.1
90,속초,2022-07-13 11:00,22.2
90,속초,2022-07-13 12:00,21.9
90,속초,2022-07-13 13:00,22
90,속초,2022-07-13 14:00,21.9
90,속초,2022-07-13 15:00,21.7
90,속초,2022-07-13 16:00,21.7
90,속초,2022-07-13 17:00,21.7
90,속초,2022-07-13 18:00,21.8
90,속초,2022-07-13 19:00,21.9
90,속초,2022-07-13 20:00,21.8
90,속초,2022-07-13 21:00,21.7
90,속초,2022-07-13 22:00,21.7
90,속초,2022-07-13 23:00,21.8
90,속초,2022-07-14 00:00,21.9
90,속초,2022-07-14 01:00,21.7
90,속초,2022-07-14 02:00,22.2
90,속초,2022-07-14 03:00,22.1
90,속초,2022-07-14 04:00,22.2
90,속초,2022-07-14 05:00,21.9
90,속초,2022-07-14 06:00,22.2
90,속초,2022-07-14 07:00,22.8
90,속초,2022-07-14 08:00,23.2
90,속초,2022-07-14 09:00,23.1
90,속초,2022-07-14 10:00,22.6
90,속초,2022-07-14 11:00,22.6
90,속초,2022-07-14 12:00,22.5
90,속초,2022-07-14 13:00,23.3
90,속초,2022-07-14 14:00,23.1
90,속초,2022-07-14 15:00,22.8
90,속초,2022-07-14 16:00,22.5
90,속초,2022-07-14 17:00,22.5
90,속초,2022-07-14 18:00,22.1
90,속초,2022-07-14 19:00,21.9
90,속초,2022-07-14 20:00,21.8
90,속초,2022-07-14 21:00,21.8
90,속초,2022-07-14 22:00,21.1
90,속초,2022-07-14 23:00,20.6
90,속초,2022-07-15 00:00,20.3
90,속초,2022-07-15 01:00,20.4
90,속초,2022-07-15 02:00,20.2
90,속초,2022-07-15 03:00,20.3
90,속초,2022-07-15 04:00,20.2
90,속초,2022-07-15 05:00,20
90,속초,2022-07-15 06:00,20.3
90,속초,2022-07-15 07:00,20.9
90,속초,2022-07-15 08:00,22.3
90,속초,2022-07-15 09:00,23.9
90,속초,2022-07-15 10:00,24.6
90,속초,2022-07-15 11:00,25
90,속초,2022-07-15 12:00,25
90,속초,2022-07-15 13:00,25.4
90,속초,2022-07-15 14:00,24.9
90,속초,2022-07-15 15:00,23.4
90,속초,2022-07-15 16:00,22.2
90,속초,2022-07-15 17:00,23
90,속초,2022-07-15 18:00,21.1
90,속초,2022-07-15 19:00,20.2
90,속초,2022-07-15 20:00,21.1
90,속초,2022-07-15 21:00,22.3
90,속초,2022-07-15 22:00,21.4
90,속초,2022-07-15 23:00,20.9
90,속초,2022-07-16 00:00,20.4
93,북춘천,2022-07-10 01:00,25
93,북춘천,2022-07-10 02:00,24.5
93,북춘천,2022-07-10 03:00,24.4
93,북춘천,2022-07-10 04:00,23.8
93,북춘천,2022-07-10 05:00,23.6
93,북춘천,2022-07-10 06:00,23.9
93,북춘천,2022-07-10 07:00,24.7
93,북춘천,2022-07-10 08:00,25.6
93,북춘천,2022-07-10 09:00,27.5
93,북춘천,2022-07-10 10:00,28.8
93,북춘천,2022-07-10 11:00,30.9
93,북춘천,2022-07-10 12:00,31.5
93,북춘천,2022-07-10 13:00,32.3
93,북춘천,2022-07-10 14:00,33.2
93,북춘천,2022-07-10 15:00,33.8
93,북춘천,2022-07-10 16:00,34
93,북춘천,2022-07-10 17:00,33.6
93,북춘천,2022-07-10 18:00,31.9
93,북춘천,2022-07-10 19:00,31.1
93,북춘천,2022-07-10 20:00,29.9
93,북춘천,2022-07-10 21:00,29.5
93,북춘천,2022-07-10 22:00,28.5
93,북춘천,2022-07-10 23:00,26.5
93,북춘천,2022-07-11 00:00,23.4
93,북춘천,2022-07-11 01:00,23.3
93,북춘천,2022-07-11 02:00,23.2
93,북춘천,2022-07-11 03:00,23
93,북춘천,2022-07-11 04:00,22.9
93,북춘천,2022-07-11 05:00,22.8
93,북춘천,2022-07-11 06:00,23
93,북춘천,2022-07-11 07:00,23.1
93,북춘천,2022-07-11 08:00,23.6
93,북춘천,2022-07-11 09:00,24.5
93,북춘천,2022-07-11 10:00,25.8
93,북춘천,2022-07-11 11:00,27
93,북춘천,2022-07-11 12:00,27.9
93,북춘천,2022-07-11 13:00,28.4
93,북춘천,2022-07-11 14:00,28.3
93,북춘천,2022-07-11 15:00,28.1
93,북춘천,2022-07-11 16:00,27.3
93,북춘천,2022-07-11 17:00,25.8
93,북춘천,2022-07-11 18:00,26.5
93,북춘천,2022-07-11 19:00,26.6
93,북춘천,2022-07-11 20:00,25.4
93,북춘천,2022-07-11 21:00,23.8
93,북춘천,2022-07-11 22:00,23.6
93,북춘천,2022-07-11 23:00,22.8
93,북춘천,2022-07-12 00:00,22
93,북춘천,2022-07-12 01:00,21.5
93,북춘천,2022-07-12 02:00,20.9
93,북춘천,2022-07-12 03:00,20.4
93,북춘천,2022-07-12 04:00,20.3
93,북춘천,2022-07-12 05:00,19.8
93,북춘천,2022-07-12 06:00,19.9
93,북춘천,2022-07-12 07:00,22.1
93,북춘천,2022-07-12 08:00,23.9
93,북춘천,2022-07-12 09:00,25.8
93,북춘천,2022-07-12 10:00,26.4
93,북춘천,2022-07-12 11:00,28.1
93,북춘천,2022-07-12 12:00,29.3
93,북춘천,2022-07-12 13:00,29.6
93,북춘천,2022-07-12 14:00,29.6
93,북춘천,2022-07-12 15:00,29.5
93,북춘천,2022-07-12 16:00,29.3
93,북춘천,2022-07-12 17:00,28.7
93,북춘천,2022-07-12 18:00,27.9
93,북춘천,2022-07-12 19:00,27.2
93,북춘천,2022-07-12 20:00,26.3
93,북춘천,2022-07-12 21:00,25.1
93,북춘천,2022-07-12 22:00,24.9
93,북춘천,2022-07-12 23:00,24.4
93,북춘천,2022-07-13 00:00,24.2
93,북춘천,2022-07-13 01:00,24
93,북춘천,2022-07-13 02:00,23.9
93,북춘천,2022-07-13 03:00,23.8
93,북춘천,2022-07-13 04:00,23.8
93,북춘천,2022-07-13 05:00,23.7
93,북춘천,2022-07-13 06:00,23.7
93,북춘천,2022-07-13 07:00,23.8
93,북춘천,2022-07-13 08:00,23.7
93,북춘천,2022-07-13 09:00,23.1
93,북춘천,2022-07-13 10:00,23
93,북춘천,2022-07-13 11:00,22.7
93,북춘천,2022-07-13 12:00,23.2
93,북춘천,2022-07-13 13:00,23.3
93,북춘천,2022-07-13 14:00,23.4
93,북춘천,2022-07-13 15:00,23.1
93,북춘천,2022-07-13 16:00,23
93,북춘천,2022-07-13 17:00,23.5
93,북춘천,2022-07-13 18:00,23.3
93,북춘천,2022-07-13 19:00,23.4
93,북춘천,2022-07-13 20:00,23.5
93,북춘천,2022-07-13 21:00,23.5
93,북춘천,2022-07-13 22:00,23.3
93,북춘천,2022-07-13 23:00,23.1
93,북춘천,2022-07-14 00:00,23.4
93,북춘천,2022-07-14 01:00,23.3
93,북춘천,2022-07-14 02:00,23.3
93,북춘천,2022-07-14 03:00,21.9
93,북춘천,2022-07-14 04:00,21.6
93,북춘천,2022-07-14 05:00,21.5
93,북춘천,2022-07-14 06:00,21.3
93,북춘천,2022-07-14 07:00,21.6
93,북춘천,2022-07-14 08:00,22.2
93,북춘천,2022-07-14 09:00,24.3
93,북춘천,2022-07-14 10:00,24.9
93,북춘천,2022-07-14 11:00,25.7
93,북춘천,2022-07-14 12:00,26.8
93,북춘천,2022-07-14 13:00,26.9
93,북춘천,2022-07-14 14:00,27.8
93,북춘천,2022-07-14 15:00,28.6
93,북춘천,2022-07-14 16:00,29.5
93,북춘천,2022-07-14 17:00,29.7
93,북춘천,2022-07-14 18:00,29.3
93,북춘천,2022-07-14 19:00,28.6
93,북춘천,2022-07-14 20:00,25.6
93,북춘천,2022-07-14 21:00,24.3
93,북춘천,2022-07-14 22:00,23.3
93,북춘천,2022-07-14 23:00,22.8
93,북춘천,2022-07-15 00:00,22.3
93,북춘천,2022-07-15 01:00,21.6
93,북춘천,2022-07-15 02:00,21.3
93,북춘천,2022-07-15 03:00,21.3
93,북춘천,2022-07-15 04:00,21
93,북춘천,2022-07-15 05:00,20.9
93,북춘천,2022-07-15 06:00,21.2
93,북춘천,2022-07-15 07:00,22.3
93,북춘천,2022-07-15 08:00,22.9
93,북춘천,2022-07-15 09:00,24.8
93,북춘천,2022-07-15 10:00,25.8
93,북춘천,2022-07-15 11:00,27.3
93,북춘천,2022-07-15 12:00,28.3
93,북춘천,2022-07-15 13:00,28.9
93,북춘천,2022-07-15 14:00,30.1
93,북춘천,2022-07-15 15:00,31
93,북춘천,2022-07-15 16:00,30.8
93,북춘천,2022-07-15 17:00,28.9
93,북춘천,2022-07-15 18:00,27
93,북춘천,2022-07-15 19:00,25.7
93,북춘천,2022-07-15 20:00,23.7
93,북춘천,2022-07-15 21:00,23.1
93,북춘천,2022-07-15 22:00,22.3
93,북춘천,2022-07-15 23:00,22
93,북춘천,2022-07-16 00:00,21.5
95,철원,2022-07-10 01:00,24.1
95,철원,2022-07-10 02:00,24.3
95,철원,2022-07-10 03:00,23.3
95,철원,2022-07-10 04:00,22.9
95,철원,2022-07-10 05:00,22.8
95,철원,2022-07-10 06:00,22.5
95,철원,2022-07-10 07:00,23.1
95,철원,2022-07-10 08:00,24.2
95,철원,2022-07-10 09:00,26
95,철원,2022-07-10 10:00,28.5
95,철원,2022-07-10 11:00,29.3
95,철원,2022-07-10 12:00,30.4
95,철원,2022-07-10 13:00,31.6
95,철원,2022-07-10 14:00,32.1
95,철원,2022-07-10 15:00,32.2
95,철원,2022-07-10 16:00,32.3
95,철원,2022-07-10 17:00,32.1
95,철원,2022-07-10 18:00,31.2
95,철원,2022-07-10 19:00,29.7
95,철원,2022-07-10 20:00,29
95,철원,2022-07-10 21:00,26.2
95,철원,2022-07-10 22:00,24.9
95,철원,2022-07-10 23:00,22.4
95,철원,2022-07-11 00:00,22.7
95,철원,2022-07-11 01:00,22.4
95,철원,2022-07-11 02:00,22.3
95,철원,2022-07-11 03:00,22.7
95,철원,2022-07-11 04:00,22.7
95,철원,2022-07-11 05:00,22.7
95,철원,2022-07-11 06:00,22.6
95,철원,2022-07-11 07:00,22.9
95,철원,2022-07-11 08:00,23.6
95,철원,2022-07-11 09:00,25.4
95,철원,2022-07-11 10:00,25.6
95,철원,2022-07-11 11:00,26.2
95,철원,2022-07-11 12:00,25.8
95,철원,2022-07-11 13:00,27.5
95,철원,2022-07-11 14:00,25.9
95,철원,2022-07-11 15:00,26.4
95,철원,2022-07-11 16:00,27.2
95,철원,2022-07-11 17:00,26.4
95,철원,2022-07-11 18:00,26.1
95,철원,2022-07-11 19:00,25.2
95,철원,2022-07-11 20:00,23.3
95,철원,2022-07-11 21:00,22.7
95,철원,2022-07-11 22:00,22.2
95,철원,2022-07-11 23:00,21.8
95,철원,2022-07-12 00:00,21.2
95,철원,2022-07-12 01:00,20.9
95,철원,2022-07-12 02:00,20.9
95,철원,2022-07-12 03:00,20.8
95,철원,2022-07-12 04:00,20.1
95,철원,2022-07-12 05:00,19.6
95,철원,2022-07-12 06:00,19.1
95,철원,2022-07-12 07:00,21.8
95,철원,2022-07-12 08:00,22.8
95,철원,2022-07-12 09:00,24.8
95,철원,2022-07-12 10:00,26.8
95,철원,2022-07-12 11:00,27.8
95,철원,2022-07-12 12:00,28.3
95,철원,2022-07-12 13:00,28.2
95,철원,2022-07-12 14:00,27.9
95,철원,2022-07-12 15:00,27.9
95,철원,2022-07-12 16:00,27.6
95,철원,2022-07-12 17:00,27.1
95,철원,2022-07-12 18:00,26.7
95,철원,2022-07-12 19:00,26.1
95,철원,2022-07-12 20:00,25.3
95,철원,2022-07-12 21:00,25
95,철원,2022-07-12 22:00,24.5
95,철원,2022-07-12 23:00,23.7
95,철원,2022-07-13 00:00,23.4
95,철원,2022-07-13 01:00,22.7
95,철원,2022-07-13 02:00,22.7
95,철원,2022-07-13 03:00,22.8
95,철원,2022-07-13 04:00,22.5
95,철원,2022-07-13 05:00,22.6
95,철원,2022-07-13 06:00,22.6
95,철원,2022-07-13 07:00,22.7
95,철원,2022-07-13 08:00,21.9
95,철원,2022-07-13 09:00,22
95,철원,2022-07-13 10:00,21.9
95,철원,2022-07-13 11:00,22.4
95,철원,2022-07-13 12:00,23.1
95,철원,2022-07-13 13:00,23.2
95,철원,2022-07-13 14:00,23.5
95,철원,2022-07-13 15:00,22.8
95,철원,2022-07-13 16:00,23.1
95,철원,2022-07-13 17:00,23
95,철원,2022-07-13 18:00,23.4
95,철원,2022-07-13 19:00,23.7
95,철원,2022-07-13 20:00,23.6
95,철원,2022-07-13 21:00,22.7
95,철원,2022-07-13 22:00,21.6
95,철원,2022-07-13 23:00,21.2
95,철원,2022-07-14 00:00,20.9
95,철원,2022-07-14 01:00,21
95,철원,2022-07-14 02:00,20.7
95,철원,2022-07-14 03:00,20.7
95,철원,2022-07-14 04:00,20.9
95,철원,2022-07-14 05:00,20.9
95,철원,2022-07-14 06:00,20.9
95,철원,2022-07-14 07:00,21.4
95,철원,2022-07-14 08:00,22.6
95,철원,2022-07-14 09:00,23.9
95,철원,2022-07-14 10:00,24.4
95,철원,2022-07-14 11:00,25.6
95,철원,2022-07-14 12:00,27
95,철원,2022-07-14 13:00,27.8
95,철원,2022-07-14 14:00,27.6
95,철원,2022-07-14 15:00,28.3
95,철원,2022-07-14 16:00,28.6
95,철원,2022-07-14 17:00,29
95,철원,2022-07-14 18:00,27.5
95,철원,2022-07-14 19:00,26.6
95,철원,2022-07-14 20:00,25.8
95,철원,2022-07-14 21:00,24.9
95,철원,2022-07-14 22:00,24.1
95,철원,2022-07-14 23:00,23.7
95,철원,2022-07-15 00:00,23.2
95,철원,2022-07-15 01:00,22.9
95,철원,2022-07-15 02:00,21.9
95,철원,2022-07-15 03:00,20.8
95,철원,2022-07-15 04:00,20.4
95,철원,2022-07-15 05:00,19.9
95,철원,2022-07-15 06:00,20.2
95,철원,2022-07-15 07:00,21.3
95,철원,2022-07-15 08:00,22.7
95,철원,2022-07-15 09:00,23.5
95,철원,2022-07-15 10:00,25.4
95,철원,2022-07-15 11:00,26.5
95,철원,2022-07-15 12:00,27.2
95,철원,2022-07-15 13:00,28
95,철원,2022-07-15 14:00,28.7
95,철원,2022-07-15 15:00,29
95,철원,2022-07-15 16:00,28.1
95,철원,2022-07-15 17:00,21.6
95,철원,2022-07-15 18:00,22.2
95,철원,2022-07-15 19:00,22.1
95,철원,2022-07-15 20:00,21.7
95,철원,2022-07-15 21:00,21.7
95,철원,2022-07-15 22:00,21.2
95,철원,2022-07-15 23:00,21.2
95,철원,2022-07-16 00:00,21.5
98,동두천,2022-07-10 01:00,24.2
98,동두천,2022-07-10 02:00,23.7
98,동두천,2022-07-10 03:00,23.2
98,동두천,2022-07-10 04:00,23.1
98,동두천,2022-07-10 05:00,23
98,동두천,2022-07-10 06:00,23
98,동두천,2022-07-10 07:00,24
98,동두천,2022-07-10 08:00,25.2
98,동두천,2022-07-10 09:00,27.2
98,동두천,2022-07-10 10:00,29
98,동두천,2022-07-10 11:00,30.3
98,동두천,2022-07-10 12:00,31.7
98,동두천,2022-07-10 13:00,30.6
98,동두천,2022-07-10 14:00,32.7
98,동두천,2022-07-10 15:00,32.8
98,동두천,2022-07-10 16:00,33
98,동두천,2022-07-10 17:00,31.7
98,동두천,2022-07-10 18:00,30.8
98,동두천,2022-07-10 19:00,29
98,동두천,2022-07-10 20:00,27.9
98,동두천,2022-07-10 21:00,27.6
98,동두천,2022-07-10 22:00,27.1
98,동두천,2022-07-10 23:00,26.6
98,동두천,2022-07-11 00:00,25.8
98,동두천,2022-07-11 01:00,24.3
98,동두천,2022-07-11 02:00,24
98,동두천,2022-07-11 03:00,22.2
98,동두천,2022-07-11 04:00,22.3
98,동두천,2022-07-11 05:00,22.4
98,동두천,2022-07-11 06:00,22.7
98,동두천,2022-07-11 07:00,23.2
98,동두천,2022-07-11 08:00,24
98,동두천,2022-07-11 09:00,25
98,동두천,2022-07-11 10:00,26.3
98,동두천,2022-07-11 11:00,26.7
98,동두천,2022-07-11 12:00,28.2
98,동두천,2022-07-11 13:00,28.4
98,동두천,2022-07-11 14:00,29.7
98,동두천,2022-07-11 15:00,29.8
98,동두천,2022-07-11 16:00,27.3
98,동두천,2022-07-11 17:00,28
98,동두천,2022-07-11 18:00,27.2
98,동두천,2022-07-11 19:00,25.7
98,동두천,2022-07-11 20:00,24.8
98,동두천,2022-07-11 21:00,23.7
98,동두천,2022-07-11 22:00,23.4
98,동두천,2022-07-11 23:00,23
98,동두천,2022-07-12 00:00,22.6
98,동두천,2022-07-12 01:00,22.7
98,동두천,2022-07-12 02:00,21.8
98,동두천,2022-07-12 03:00,21.7
98,동두천,2022-07-12 04:00,21.2
98,동두천,2022-07-12 05:00,20.5
98,동두천,2022-07-12 06:00,20.3
98,동두천,2022-07-12 07:00,23.1
98,동두천,2022-07-12 08:00,24.3
98,동두천,2022-07-12 09:00,25.1
98,동두천,2022-07-12 10:00,26.9
98,동두천,2022-07-12 11:00,27.6
98,동두천,2022-07-12 12:00,28.2
98,동두천,2022-07-12 13:00,28.1
98,동두천,2022-07-12 14:00,28.5
98,동두천,2022-07-12 15:00,28.1
98,동두천,2022-07-12 16:00,28
98,동두천,2022-07-12 17:00,27.7
98,동두천,2022-07-12 18:00,27.2
98,동두천,2022-07-12 19:00,26.8
98,동두천,2022-07-12 20:00,26.2
98,동두천,2022-07-12 21:00,26
98,동두천,2022-07-12 22:00,25.5
98,동두천,2022-07-12 23:00,25.2
98,동두천,2022-07-13 00:00,24.9
98,동두천,2022-07-13 01:00,24.2
98,동두천,2022-07-13 02:00,24
98,동두천,2022-07-13 03:00,23.8
98,동두천,2022-07-13 04:00,24
98,동두천,2022-07-13 05:00,24
98,동두천,2022-07-13 06:00,24.4
98,동두천,2022-07-13 07:00,24
98,동두천,2022-07-13 08:00,23.6
98,동두천,2022-07-13 09:00,23.3
98,동두천,2022-07-13 10:00,23.2
98,동두천,2022-07-13 11:00,23.1
98,동두천,2022-07-13 12:00,22.8
98,동두천,2022-07-13 13:00,23.1
98,동두천,2022-07-13 14:00,22.7
98,동두천,2022-07-13 15:00,22.8
98,동두천,2022-07-13 16:00,23.2
98,동두천,2022-07-13 17:00,23.4
98,동두천,2022-07-13 18:00,24.2
98,동두천,2022-07-13 19:00,23.8
98,동두천,2022-07-13 20:00,23.5
98,동두천,2022-07-13 21:00,23.5
98,동두천,2022-07-13 22:00,23.5
98,동두천,2022-07-13 23:00,23.6
98,동두천,2022-07-14 00:00,23.5
98,동두천,2022-07-14 01:00,23.6
98,동두천,2022-07-14 02:00,23.6
98,동두천,2022-07-14 03:00,22.2
98,동두천,2022-07-14 04:00,21.5
98,동두천,2022-07-14 10:00,24.2
98,동두천,2022-07-14 11:00,25.4
98,동두천,2022-07-14 12:00,27
98,동두천,2022-07-14 13:00,26.6
98,동두천,2022-07-14 14:00,27.6
98,동두천,2022-07-14 15:00,28.1
98,동두천,2022-07-14 16:00,29.1
98,동두천,2022-07-14 17:00,28.7
98,동두천,2022-07-14 18:00,27.7
98,동두천,2022-07-14 19:00,26.1
98,동두천,2022-07-14 20:00,25
98,동두천,2022-07-14 21:00,24.3
98,동두천,2022-07-14 22:00,23.7
98,동두천,2022-07-14 23:00,23.7
98,동두천,2022-07-15 00:00,23.3
98,동두천,2022-07-15 01:00,22.7
98,동두천,2022-07-15 02:00,22.2
98,동두천,2022-07-15 03:00,22.1
98,동두천,2022-07-15 04:00,21.7
98,동두천,2022-07-15 05:00,21.6
98,동두천,2022-07-15 06:00,21.7
98,동두천,2022-07-15 07:00,22.2
98,동두천,2022-07-15 08:00,22.9
98,동두천,2022-07-15 09:00,24.7
98,동두천,2022-07-15 10:00,26.1
98,동두천,2022-07-15 11:00,26.7
98,동두천,2022-07-15 12:00,26.8
98,동두천,2022-07-15 13:00,28.5
98,동두천,2022-07-15 14:00,27.9
98,동두천,2022-07-15 15:00,29.1
98,동두천,2022-07-15 16:00,28.9
98,동두천,2022-07-15 17:00,28.3
98,동두천,2022-07-15 18:00,26.6
98,동두천,2022-07-15 19:00,25.7
98,동두천,2022-07-15 20:00,24.8
98,동두천,2022-07-15 21:00,23.8
98,동두천,2022-07-15 22:00,23.1
98,동두천,2022-07-15 23:00,22.7
98,동두천,2022-07-16 00:00,21.8
99,파주,2022-07-10 01:00,23
99,파주,2022-07-10 02:00,22.7
99,파주,2022-07-10 03:00,22.3
99,파주,2022-07-10 04:00,22.2
99,파주,2022-07-10 05:00,21.8
99,파주,2022-07-10 06:00,22.2
99,파주,2022-07-10 07:00,23.1
99,파주,2022-07-10 08:00,24.5
99,파주,2022-07-10 09:00,26.1
99,파주,2022-07-10 10:00,28.1
99,파주,2022-07-10 11:00,29.3
99,파주,2022-07-10 12:00,30.6
99,파주,2022-07-10 13:00,30.4
99,파주,2022-07-10 14:00,32.1
99,파주,2022-07-10 15:00,32.5
99,파주,2022-07-10 16:00,31.6
99,파주,2022-07-10 17:00,31.7
99,파주,2022-07-10 18:00,28.2
99,파주,2022-07-10 19:00,26.7
99,파주,2022-07-10 20:00,26
99,파주,2022-07-10 21:00,25
99,파주,2022-07-10 22:00,25.4
99,파주,2022-07-10 23:00,25
99,파주,2022-07-11 00:00,22.9
99,파주,2022-07-11 01:00,23.2
99,파주,2022-07-11 02:00,22.8
99,파주,2022-07-11 03:00,22.5
99,파주,2022-07-11 04:00,21.7
99,파주,2022-07-11 05:00,22.1
99,파주,2022-07-11 06:00,22.3
99,파주,2022-07-11 07:00,22.7
99,파주,2022-07-11 08:00,23.7
99,파주,2022-07-11 09:00,24.6
99,파주,2022-07-11 10:00,25.5
99,파주,2022-07-11 11:00,26.7
99,파주,2022-07-11 12:00,28.4
99,파주,2022-07-11 13:00,29.2
99,파주,2022-07-11 14:00,29.8
99,파주,2022-07-11 15:00,30.2
99,파주,2022-07-11 16:00,27.1
99,파주,2022-07-11 17:00,28.2
99,파주,2022-07-11 18:00,27.5
99,파주,2022-07-11 19:00,26
99,파주,2022-07-11 20:00,24.6
99,파주,2022-07-11 21:00,23.7
99,파주,2022-07-11 22:00,23.1
99,파주,2022-07-11 23:00,22.5
99,파주,2022-07-12 00:00,22
99,파주,2022-07-12 01:00,21.7
99,파주,2022-07-12 02:00,21.5
99,파주,2022-07-12 03:00,21.2
99,파주,2022-07-12 04:00,20.5
99,파주,2022-07-12 05:00,20
99,파주,2022-07-12 06:00,20.6
99,파주,2022-07-12 07:00,21.3
99,파주,2022-07-12 08:00,22.7
99,파주,2022-07-12 09:00,23.8
99,파주,2022-07-12 10:00,25.9
99,파주,2022-07-12 11:00,26.7
99,파주,2022-07-12 12:00,27
99,파주,2022-07-12 13:00,27.5
99,파주,2022-07-12 14:00,27.3
99,파주,2022-07-12 15:00,27.7
99,파주,2022-07-12 16:00,26.7
99,파주,2022-07-12 17:00,26.9
99,파주,2022-07-12 18:00,26.6
99,파주,2022-07-12 19:00,26.1
99,파주,2022-07-12 20:00,25.2
99,파주,2022-07-12 21:00,24.8
99,파주,2022-07-12 22:00,25
99,파주,2022-07-12 23:00,24.8
99,파주,2022-07-13 00:00,24.2
99,파주,2022-07-13 01:00,24.1
99,파주,2022-07-13 02:00,24.1
99,파주,2022-07-13 03:00,23.7
99,파주,2022-07-13 04:00,23
99,파주,2022-07-13 05:00,22.7
99,파주,2022-07-13 06:00,22.5
99,파주,2022-07-13 07:00,22.7
99,파주,2022-07-13 08:00,23.1
99,파주,2022-07-13 09:00,24.1
99,파주,2022-07-13 10:00,23.8
99,파주,2022-07-13 11:00,23.7
99,파주,2022-07-13 12:00,24.1
99,파주,2022-07-13 13:00,24
99,파주,2022-07-13 14:00,23.8
99,파주,2022-07-13 15:00,23.7
99,파주,2022-07-13 16:00,23.3
99,파주,2022-07-13 17:00,23.3
99,파주,2022-07-13 18:00,24
99,파주,2022-07-13 19:00,24.1
99,파주,2022-07-13 20:00,24.1
99,파주,2022-07-13 21:00,24.2
99,파주,2022-07-13 22:00,24.2
99,파주,2022-07-13 23:00,23.8
99,파주,2022-07-14 00:00,23.7
99,파주,2022-07-14 01:00,23.7
99,파주,2022-07-14 02:00,22.3
99,파주,2022-07-14 03:00,21.2
99,파주,2022-07-14 04:00,20.8
99,파주,2022-07-14 05:00,20.7
99,파주,2022-07-14 06:00,20.7
99,파주,2022-07-14 07:00,22.1
99,파주,2022-07-14 08:00,22.2
99,파주,2022-07-14 09:00,23.2
99,파주,2022-07-14 10:00,24.6
99,파주,2022-07-14 11:00,25.6
99,파주,2022-07-14 12:00,27.1
99,파주,2022-07-14 13:00,28
99,파주,2022-07-14 14:00,28.2
99,파주,2022-07-14 15:00,29.4
99,파주,2022-07-14 16:00,29
99,파주,2022-07-14 17:00,27.9
